L, w_bar, strength, sigma_sq, anyons, N, p_failure 
40, 6.5, 1, 9, 15, 32, gauss, 0.2027
40, 1.0, 1, 7, 15, 32, gauss, 0.2069
40, 3.0, 1, 6, 15, 32, gauss, 0.2063
40, 1.0, 1, 18, 15, 32, gauss, 0.19325
40, 9.0, 1, 19, 15, 32, gauss, 0.30705
40, 4.5, 1, 5, 15, 32, gauss, 0.19605
40, 2.5, 1, 6, 15, 32, gauss, 0.20555
40, 9.0, 1, 3, 15, 32, gauss, 0.2809
40, 9.5, 1, 8, 15, 32, gauss, 0.34495
40, 2.5, 1, 18, 15, 32, gauss, 0.187
40, 3.5, 1, 13, 15, 32, gauss, 0.19385
40, 5.0, 1, 12, 15, 32, gauss, 0.1868
40, 4.0, 1, 4, 15, 32, gauss, 0.2043
40, 8.5, 1, 5, 15, 32, gauss, 0.25725
40, 9.0, 1, 12, 15, 32, gauss, 0.2986
40, 1.5, 1, 12, 15, 32, gauss, 0.2008
40, 4.0, 1, 6, 15, 32, gauss, 0.19305
40, 8.5, 1, 15, 15, 32, gauss, 0.2834
40, 0.5, 1, 7, 15, 32, gauss, 0.20595
40, 3.5, 1, 11, 15, 32, gauss, 0.19005
40, 5.5, 1, 5, 15, 32, gauss, 0.19275
40, 5.5, 1, 17, 15, 32, gauss, 0.1908
40, 3.0, 1, 3, 15, 32, gauss, 0.2029
40, 4.0, 1, 3, 15, 32, gauss, 0.1995
40, 2.0, 1, 13, 15, 32, gauss, 0.1883
40, 9.5, 1, 2, 15, 32, gauss, 0.3084
40, 4.5, 1, 6, 15, 32, gauss, 0.1971
40, 8.5, 1, 20, 15, 32, gauss, 0.2769
40, 9.0, 1, 11, 15, 32, gauss, 0.3151
40, 4.0, 1, 18, 15, 32, gauss, 0.18445
40, 1.5, 1, 5, 15, 32, gauss, 0.2107
40, 9.0, 1, 17, 15, 32, gauss, 0.3165
40, 2.5, 1, 17, 15, 32, gauss, 0.18585
40, 4.5, 1, 13, 15, 32, gauss, 0.1937
40, 8.0, 1, 17, 15, 32, gauss, 0.2505
40, 9.5, 1, 11, 15, 32, gauss, 0.32465
40, 9.5, 1, 20, 15, 32, gauss, 0.35535
40, 9.5, 1, 14, 15, 32, gauss, 0.3453
40, 2.0, 1, 14, 15, 32, gauss, 0.18775
40, 9.5, 1, 17, 15, 32, gauss, 0.3483
40, 6.0, 1, 7, 15, 32, gauss, 0.1938
40, 0.5, 1, 5, 15, 32, gauss, 0.2041
40, 5.5, 1, 14, 15, 32, gauss, 0.1903
40, 6.5, 1, 14, 15, 32, gauss, 0.20445
40, 0.0, 1, 6, 15, 32, gauss, 0.20635
40, 8.0, 1, 10, 15, 32, gauss, 0.2687
40, 3.5, 1, 17, 15, 32, gauss, 0.18785
40, 10.0, 1, 1, 15, 32, gauss, 0.29505
40, 0.0, 1, 11, 15, 32, gauss, 0.19915
40, 4.5, 1, 1, 15, 32, gauss, 0.2156
40, 5.5, 1, 15, 15, 32, gauss, 0.18245
40, 6.0, 1, 17, 15, 32, gauss, 0.19255
40, 6.5, 1, 10, 15, 32, gauss, 0.21045
40, 3.5, 1, 3, 15, 32, gauss, 0.20445
40, 7.5, 1, 5, 15, 32, gauss, 0.2334
40, 2.5, 1, 14, 15, 32, gauss, 0.1912
40, 3.0, 1, 12, 15, 32, gauss, 0.19445
40, 2.5, 1, 4, 15, 32, gauss, 0.20745
40, 3.5, 1, 20, 15, 32, gauss, 0.1856
40, 1.5, 1, 8, 15, 32, gauss, 0.2121
40, 2.0, 1, 4, 15, 32, gauss, 0.20595
40, 2.0, 1, 12, 15, 32, gauss, 0.1995
40, 8.0, 1, 13, 15, 32, gauss, 0.24595
40, 0.5, 1, 20, 15, 32, gauss, 0.2031
40, 0.5, 1, 14, 15, 32, gauss, 0.20075
40, 9.0, 1, 8, 15, 32, gauss, 0.29625
40, 5.5, 1, 3, 15, 32, gauss, 0.20375
40, 4.5, 1, 17, 15, 32, gauss, 0.18415
40, 0.5, 1, 4, 15, 32, gauss, 0.20905
40, 4.5, 1, 12, 15, 32, gauss, 0.1865
40, 2.5, 1, 3, 15, 32, gauss, 0.2132
40, 1.5, 1, 18, 15, 32, gauss, 0.1877
40, 7.0, 1, 13, 15, 32, gauss, 0.2177
40, 1.5, 1, 4, 15, 32, gauss, 0.2196
40, 3.0, 1, 5, 15, 32, gauss, 0.207
40, 5.5, 1, 20, 15, 32, gauss, 0.1959
40, 3.0, 1, 16, 15, 32, gauss, 0.191
40, 8.5, 1, 18, 15, 32, gauss, 0.27675
40, 0.5, 1, 10, 15, 32, gauss, 0.198
40, 7.5, 1, 7, 15, 32, gauss, 0.222
40, 7.5, 1, 11, 15, 32, gauss, 0.2471
40, 6.5, 1, 3, 15, 32, gauss, 0.2067
40, 3.5, 1, 1, 15, 32, gauss, 0.2094
40, 7.5, 1, 9, 15, 32, gauss, 0.2153
40, 7.0, 1, 6, 15, 32, gauss, 0.2087
40, 7.0, 1, 14, 15, 32, gauss, 0.22305
40, 6.0, 1, 2, 15, 32, gauss, 0.21035
40, 2.5, 1, 9, 15, 32, gauss, 0.198
40, 0.5, 1, 19, 15, 32, gauss, 0.2042
40, 7.5, 1, 14, 15, 32, gauss, 0.2352
40, 2.0, 1, 8, 15, 32, gauss, 0.20705
40, 0.0, 1, 19, 15, 32, gauss, 0.198
40, 5.0, 1, 16, 15, 32, gauss, 0.19395
40, 4.5, 1, 19, 15, 32, gauss, 0.1837
40, 6.0, 1, 14, 15, 32, gauss, 0.1931
40, 7.5, 1, 10, 15, 32, gauss, 0.22965
40, 5.5, 1, 16, 15, 32, gauss, 0.1932
